Date,City,Temperature_C,Humidity_%,Wind_Speed_km_h,Precipitation_mm,Condition
26-03-2025,Dubai,18.1,22,35,0,Windy
26-03-2025,Doha,11.9,24,38.9,3.65,Cloudy
26-03-2025,Cairo,22.5,31,16.1,0,Windy
26-03-2025,London,35.4,22,28,0,Rainy
26-03-2025,New York,24.7,70,28.1,5.89,Windy
26-03-2025,Tokyo,37.4,23,6.3,2.35,Windy
26-03-2025,Paris,15.2,37,20.1,2.1,Partly Cloudy
26-03-2025,Sydney,20.6,42,19.4,0,Sunny
26-03-2025,Toronto,40.6,46,11.1,3.65,Sunny
26-03-2025,Berlin,7.5,35,36.2,1.77,Stormy
26-03-2025,Mumbai,31,70,25,0,Foggy
26-03-2025,Singapore,43.2,76,10.1,0,Windy
27-03-2025,Riyadh,6.8,34,5.6,16.99,Cloudy
27-03-2025,Jeddah,11.5,60,8.7,12.86,Partly Cloudy
27-03-2025,Dammam,43.4,51,3.2,0,Sunny
27-03-2025,Dubai,7.7,34,39.5,2.95,Partly Cloudy
27-03-2025,Doha,17.2,92,12.7,3.06,Cloudy
27-03-2025,Cairo,28.6,93,22.8,0,Partly Cloudy
27-03-2025,London,44.3,92,21.4,0,Stormy
27-03-2025,New York,7.3,57,31.1,0,Cloudy
27-03-2025,Tokyo,26.3,67,36,13.05,Stormy
27-03-2025,Paris,39.3,80,8.8,3.03,Partly Cloudy
27-03-2025,Sydney,35.1,94,37.4,0,Cloudy
27-03-2025,Toronto,18.9,41,23.7,0,Rainy
27-03-2025,Berlin,16,38,31.8,6.08,Cloudy
27-03-2025,Mumbai,17.5,59,19.2,0,Cloudy
27-03-2025,Singapore,34.1,61,21.4,2.91,Foggy
28-03-2025,Riyadh,21.5,49,16.6,1.84,Rainy
28-03-2025,Jeddah,18.1,42,0.4,0,Foggy
28-03-2025,Dammam,34,32,38.8,0,Windy
28-03-2025,Dubai,20.3,56,32.1,3.14,Sunny
28-03-2025,Doha,26.9,48,27.3,13.04,Rainy
28-03-2025,Cairo,35.3,24,14.1,0,Foggy
28-03-2025,London,13.1,71,10.7,0,Rainy
28-03-2025,New York,22.6,79,13.1,0,Windy
28-03-2025,Tokyo,18.8,66,17.5,1.6,Stormy
28-03-2025,Paris,39.3,92,30.7,1.28,Foggy
28-03-2025,Sydney,9.5,91,7.3,5.96,Foggy
28-03-2025,Toronto,27.2,26,2.4,0,Stormy
28-03-2025,Berlin,18.9,95,29,2.6,Partly Cloudy
28-03-2025,Mumbai,17.2,26,21.6,0,Rainy
28-03-2025,Singapore,25.1,45,8.8,1.94,Stormy
29-03-2025,Riyadh,17.3,21,28.9,7.37,Partly Cloudy
29-03-2025,Jeddah,21.5,65,26.9,0,Foggy
29-03-2025,Dammam,25.3,41,20.4,6.37,Cloudy
29-03-2025,Dubai,44.1,52,18.6,0,Partly Cloudy
29-03-2025,Doha,37.3,34,2,10.6,Sunny
29-03-2025,Cairo,30.1,71,18.8,0,Partly Cloudy
29-03-2025,London,9.1,26,26,0,Partly Cloudy
29-03-2025,New York,37.7,60,26.6,2.15,Foggy
29-03-2025,Tokyo,13.5,51,0.2,4.66,Foggy
29-03-2025,Paris,20.6,64,39,9.03,Partly Cloudy
29-03-2025,Sydney,7.4,61,1.4,0,Windy
29-03-2025,Toronto,24.8,89,1.6,0,Stormy
29-03-2025,Berlin,5.3,27,36.2,0.89,Cloudy
29-03-2025,Mumbai,43.5,69,38.2,4.06,Sunny
29-03-2025,Singapore,43.7,94,26,0,Rainy
30-03-2025,Riyadh,9.1,62,14.3,7.08,Rainy
30-03-2025,Jeddah,19.6,58,15.8,7.99,Partly Cloudy
30-03-2025,Dammam,33.4,21,32.5,0,Cloudy
30-03-2025,Dubai,27.2,20,14.9,6.2,Sunny
30-03-2025,Doha,13.4,35,36.1,5.27,Partly Cloudy
30-03-2025,Cairo,39.9,64,0,1.13,Partly Cloudy
30-03-2025,London,19.3,48,27.7,0,Foggy
30-03-2025,New York,42.1,86,9.1,4.15,Cloudy
30-03-2025,Tokyo,35.1,64,0.4,4.77,Sunny
30-03-2025,Paris,38.1,52,14.7,2.17,Partly Cloudy
30-03-2025,Sydney,17.5,94,17.2,0,Partly Cloudy
30-03-2025,Toronto,8.4,53,29.3,7.88,Rainy
30-03-2025,Berlin,24.2,54,3.6,0,Stormy
30-03-2025,Mumbai,33.5,21,26.1,7.69,Windy
30-03-2025,Singapore,11.6,70,6.2,6.64,Sunny
31-03-2025,Riyadh,23.5,34,13.9,0,Partly Cloudy
31-03-2025,Jeddah,41,33,30.9,3.95,Cloudy
31-03-2025,Dammam,23.2,77,8.7,10.28,Partly Cloudy
31-03-2025,Dubai,15.2,87,19.3,9.24,Stormy
31-03-2025,Doha,20.1,82,0.8,8.33,Sunny
31-03-2025,Cairo,9.2,52,34.8,7.53,Sunny
31-03-2025,London,31.1,89,24.1,9.36,Windy
31-03-2025,New York,26.8,69,36.8,0,Cloudy
31-03-2025,Tokyo,37.9,35,34.4,0,Rainy
31-03-2025,Paris,8.2,25,33,5.95,Sunny
31-03-2025,Sydney,32.4,66,31.6,5.53,Foggy
31-03-2025,Toronto,41.1,46,1.9,0,Foggy
31-03-2025,Berlin,11.2,95,0.4,2.48,Foggy
31-03-2025,Mumbai,31.6,88,28.7,0,Rainy
31-03-2025,Singapore,36.6,70,19.1,0.02,Rainy
01-04-2025,Riyadh,31.6,95,15.1,0,Sunny
01-04-2025,Jeddah,27,24,35.7,4.31,Stormy
01-04-2025,Dammam,27.1,91,28.5,2.06,Stormy
01-04-2025,Dubai,10.9,51,1.3,11.49,Foggy
01-04-2025,Doha,41.8,64,9.2,7.3,Foggy
01-04-2025,Cairo,10.5,27,36.6,7.9,Stormy
01-04-2025,London,39.6,86,10.3,8.28,Cloudy
01-04-2025,New York,21.3,30,8.9,0,Partly Cloudy
01-04-2025,Tokyo,38.5,90,39.4,0,Cloudy
01-04-2025,Paris,27.1,30,0.8,1.17,Sunny
01-04-2025,Sydney,11.8,67,15.8,5.13,Rainy
01-04-2025,Toronto,36.8,55,35.6,2.37,Partly Cloudy
01-04-2025,Berlin,42,79,3.1,14.19,Stormy
01-04-2025,Mumbai,36.6,75,39.1,5.09,Sunny
01-04-2025,Singapore,19.2,23,3.3,1.76,Cloudy
02-04-2025,Riyadh,13.8,82,11.6,6.52,Rainy
02-04-2025,Jeddah,34.7,71,15.3,0,Sunny
02-04-2025,Dammam,15.9,84,38.3,8.84,Sunny
02-04-2025,Dubai,17.6,42,17.7,2.7,Windy
02-04-2025,Doha,19.2,64,33.6,3.02,Rainy
02-04-2025,Cairo,19.7,63,35.8,0.01,Stormy
02-04-2025,London,35.3,45,9.1,0.41,Sunny
02-04-2025,New York,26.3,86,27.3,0,Stormy
02-04-2025,Tokyo,29.4,23,14.4,4.06,Partly Cloudy
02-04-2025,Paris,25.8,81,24.7,5.36,Partly Cloudy
02-04-2025,Sydney,37.7,28,21,0,Stormy
02-04-2025,Toronto,37.1,64,27.4,2.46,Foggy
02-04-2025,Berlin,19.8,69,34,0.8,Cloudy
02-04-2025,Mumbai,41,77,24.2,0,Partly Cloudy
02-04-2025,Singapore,38.3,63,26.1,11.67,Rainy
03-04-2025,Riyadh,40.5,43,18.6,0.75,Cloudy
03-04-2025,Jeddah,23.9,46,3.5,4.95,Sunny
03-04-2025,Dammam,34.5,54,4.7,0,Foggy
03-04-2025,Dubai,13.9,57,23.8,4.49,Sunny
03-04-2025,Doha,37.1,82,2.2,3.26,Windy
03-04-2025,Cairo,33.3,25,21.9,9.01,Stormy
03-04-2025,London,43.2,91,12.3,5.86,Cloudy
03-04-2025,New York,11.4,59,22.4,2.95,Windy
03-04-2025,Tokyo,6,75,19.9,1.97,Stormy
03-04-2025,Paris,6.5,57,19.2,0,Sunny
03-04-2025,Sydney,8.1,24,38.6,6.01,Cloudy
03-04-2025,Toronto,27.4,22,5.2,1.05,Windy
03-04-2025,Berlin,25.5,63,39.6,4.98,Foggy
03-04-2025,Mumbai,23.8,54,39.3,3.11,Rainy
03-04-2025,Singapore,14.6,50,34.3,0,Partly Cloudy
04-04-2025,Riyadh,16.3,23,25,4.61,Sunny
04-04-2025,Jeddah,34.1,54,38.8,0,Rainy
04-04-2025,Dammam,39.2,81,11.6,4.53,Partly Cloudy
04-04-2025,Dubai,32.6,90,13.9,0,Foggy
04-04-2025,Doha,15.4,93,31.4,0,Partly Cloudy
04-04-2025,Cairo,22.5,60,18.2,1.77,Partly Cloudy
04-04-2025,London,8.8,68,39.9,10.45,Cloudy
04-04-2025,New York,12.2,39,26.9,0,Sunny
04-04-2025,Tokyo,27.2,55,15.1,4.45,Rainy
04-04-2025,Paris,11.3,84,17.6,0,Cloudy
04-04-2025,Sydney,33.4,79,20.2,0.94,Foggy
04-04-2025,Toronto,40.5,30,38.6,0,Stormy
04-04-2025,Berlin,12.3,75,8.8,9.3,Partly Cloudy
04-04-2025,Mumbai,13.5,53,12.9,0,Sunny
04-04-2025,Singapore,14.7,33,13.7,5.43,Sunny
05-04-2025,Riyadh,10,80,1.8,8.79,Cloudy
05-04-2025,Jeddah,6.8,50,34.6,0,Rainy
05-04-2025,Dammam,41.1,27,26,6.2,Rainy
05-04-2025,Dubai,14.1,80,39.8,2.77,Foggy
05-04-2025,Doha,35.2,55,14.9,8.09,Stormy
05-04-2025,Cairo,25.8,93,9.8,0,Sunny
05-04-2025,London,12.4,63,0,14.03,Windy
05-04-2025,New York,12.5,48,34.1,6.04,Foggy
05-04-2025,Tokyo,39.2,91,17.9,1.08,Foggy
05-04-2025,Paris,37,78,32.2,1.71,Rainy
05-04-2025,Sydney,5.1,68,39.9,0,Sunny
05-04-2025,Toronto,34.3,54,17.6,5.24,Sunny
05-04-2025,Berlin,30.6,69,32.6,0,Foggy
05-04-2025,Mumbai,27.3,78,0.3,0,Rainy
05-04-2025,Singapore,14,45,5.8,12,Cloudy
06-04-2025,Riyadh,9.7,72,13.1,8.58,Cloudy
06-04-2025,Jeddah,16.6,30,15.2,5.29,Windy
06-04-2025,Dammam,20,35,4,0,Sunny
06-04-2025,Dubai,29,71,23.4,9.02,Windy
06-04-2025,Doha,35.3,27,15.4,6.64,Rainy
06-04-2025,Cairo,16.9,52,14.7,0,Sunny
06-04-2025,London,15.7,21,21.5,1.04,Stormy
06-04-2025,New York,25.7,32,19,6.66,Rainy
06-04-2025,Tokyo,5.1,22,21.4,0,Stormy
06-04-2025,Paris,15,77,19.5,0.57,Partly Cloudy
06-04-2025,Sydney,39.1,42,18.3,5.08,Foggy
06-04-2025,Toronto,25.8,60,37.3,1.95,Foggy
06-04-2025,Berlin,5.2,86,9.1,0,Foggy
06-04-2025,Mumbai,35.8,25,16.7,0.24,Windy
06-04-2025,Singapore,23.8,33,29.9,6.63,Stormy
07-04-2025,Riyadh,39,77,28.3,0,Partly Cloudy
07-04-2025,Jeddah,23.7,32,20.3,0.69,Windy
07-04-2025,Dammam,34.4,57,26.9,7.62,Sunny
07-04-2025,Dubai,8.5,58,12.3,0.6,Windy
07-04-2025,Doha,38.1,35,1.3,2.54,Sunny
07-04-2025,Cairo,38.5,50,34.6,5.95,Rainy
07-04-2025,London,31,60,17.1,3.54,Cloudy
07-04-2025,New York,11.5,84,23.3,2.13,Cloudy
07-04-2025,Tokyo,38.7,44,1.1,6.97,Stormy
07-04-2025,Paris,6.4,37,24.1,5.55,Windy
07-04-2025,Sydney,26.4,87,21.5,3.91,Windy
07-04-2025,Toronto,41.6,50,28,9.2,Foggy
07-04-2025,Berlin,13,45,36.8,0,Partly Cloudy
07-04-2025,Mumbai,23.5,21,12.9,0.33,Sunny
07-04-2025,Singapore,31.3,31,10.7,9.66,Sunny
08-04-2025,Riyadh,33.6,89,27.3,0.32,Rainy
08-04-2025,Jeddah,8.2,45,30.1,19.95,Stormy
08-04-2025,Dammam,16,35,3.7,0,Rainy
08-04-2025,Dubai,44.9,70,25.2,3.9,Rainy
08-04-2025,Doha,43.1,51,12,2.26,Cloudy
08-04-2025,Cairo,33.6,61,9.5,0,Rainy
08-04-2025,London,9.5,21,34.7,3.78,Foggy
08-04-2025,New York,36,87,27,2.3,Stormy
08-04-2025,Tokyo,24.3,55,14.9,0,Sunny
08-04-2025,Paris,36.4,21,33.5,0,Cloudy
08-04-2025,Sydney,22,56,25.3,3.07,Foggy
08-04-2025,Toronto,37.8,50,4.2,1.37,Rainy
08-04-2025,Berlin,43.3,55,16.1,4.94,Partly Cloudy
08-04-2025,Mumbai,23.1,32,25.9,0.86,Partly Cloudy
08-04-2025,Singapore,9.7,64,11.3,3.1,Windy
09-04-2025,Riyadh,29.3,77,22.6,0,Stormy
09-04-2025,Jeddah,17.8,27,24.8,0,Sunny
09-04-2025,Dammam,11.9,76,13,0,Foggy
09-04-2025,Dubai,10.9,79,17.5,4.6,Sunny
09-04-2025,Doha,25.8,80,31.5,0,Windy
09-04-2025,Cairo,11.5,72,23,0,Foggy
09-04-2025,London,37.8,27,30.5,6.72,Sunny
09-04-2025,New York,29.7,51,23.8,0,Partly Cloudy
09-04-2025,Tokyo,39,93,5.8,3.34,Cloudy
09-04-2025,Paris,12.3,94,25.6,2.34,Windy
09-04-2025,Sydney,32,56,33.9,0,Cloudy
09-04-2025,Toronto,27,37,19.9,0,Foggy
09-04-2025,Berlin,40.4,72,5.8,0,Sunny
09-04-2025,Mumbai,25.1,20,12.4,0,Sunny
09-04-2025,Singapore,10.7,29,36.9,1.47,Windy
10-04-2025,Riyadh,44.6,74,9.8,0.93,Rainy
10-04-2025,Jeddah,21.4,37,18,6.84,Stormy
10-04-2025,Dammam,12.5,42,29.2,0,Cloudy
10-04-2025,Dubai,27.2,60,35.2,2.07,Windy
10-04-2025,Doha,33.8,42,6.4,7.48,Stormy
10-04-2025,Cairo,18.4,77,21.5,3.91,Cloudy
10-04-2025,London,13.2,89,8.6,0,Rainy
10-04-2025,New York,10.6,50,37.8,3.45,Stormy
10-04-2025,Tokyo,18.8,43,35.6,7.13,Stormy
10-04-2025,Paris,18,61,0.6,9.16,Partly Cloudy
10-04-2025,Sydney,12.8,57,30.1,1.33,Cloudy
10-04-2025,Toronto,11.5,88,37.7,0.23,Sunny
10-04-2025,Berlin,14,48,0.5,0.18,Rainy
10-04-2025,Mumbai,29.5,53,19.4,0,Windy
10-04-2025,Singapore,16.6,70,22.3,13.38,Partly Cloudy
11-04-2025,Riyadh,8.5,32,1.4,6.61,Windy
11-04-2025,Jeddah,12.1,84,28.9,2.8,Foggy
11-04-2025,Dammam,27.5,46,2,0,Rainy
11-04-2025,Dubai,19.5,71,8.3,4.98,Cloudy
11-04-2025,Doha,23.7,44,26.6,0,Partly Cloudy
11-04-2025,Cairo,23.7,62,39,6.06,Foggy
11-04-2025,London,22.1,35,25,2.45,Windy
11-04-2025,New York,32.1,68,1.8,0,Partly Cloudy
11-04-2025,Tokyo,36.8,27,33.6,1,Sunny
11-04-2025,Paris,16.8,42,3.7,0,Foggy
11-04-2025,Sydney,40.6,40,32.4,2.54,Cloudy
11-04-2025,Toronto,23.1,32,11.9,4.6,Sunny
11-04-2025,Berlin,6,62,35.7,0,Foggy
11-04-2025,Mumbai,25.5,58,12.1,0,Stormy
11-04-2025,Singapore,32.9,66,3.7,3.68,Partly Cloudy
12-04-2025,Riyadh,30.9,78,32.6,0,Cloudy
12-04-2025,Jeddah,10.7,30,23.7,0.21,Cloudy
12-04-2025,Dammam,43.9,84,26.3,0,Stormy
12-04-2025,Dubai,35,87,35.7,7.25,Rainy
12-04-2025,Doha,43.2,80,5.9,4.32,Sunny
12-04-2025,Cairo,15.8,80,30.1,2.13,Cloudy
12-04-2025,London,22.8,77,39.4,0,Sunny
12-04-2025,New York,15.4,43,8.7,0,Foggy
12-04-2025,Tokyo,32.1,56,2.3,0,Cloudy
12-04-2025,Paris,29.3,76,27.6,2.72,Cloudy
12-04-2025,Sydney,35.4,42,32.5,0,Partly Cloudy
12-04-2025,Toronto,25.5,40,2.8,0,Cloudy
12-04-2025,Berlin,15.6,65,13.1,3.52,Partly Cloudy
12-04-2025,Mumbai,21.7,89,23.2,1.79,Cloudy
12-04-2025,Singapore,16.6,51,21.8,6.47,Cloudy
13-04-2025,Riyadh,34.6,78,7.1,0,Stormy
13-04-2025,Jeddah,28.8,95,31.8,0,Stormy
13-04-2025,Dammam,42.9,38,34.2,0,Stormy
13-04-2025,Dubai,18.9,22,24.8,11.22,Stormy
13-04-2025,Doha,10.2,56,8,6.47,Windy
13-04-2025,Cairo,43.2,56,35.2,0,Sunny
13-04-2025,London,25.5,49,32.7,0,Windy
13-04-2025,New York,15.9,93,12.3,7.4,Stormy
13-04-2025,Tokyo,10.3,91,36.3,9.08,Cloudy
13-04-2025,Paris,11.1,70,8.4,0,Foggy
13-04-2025,Sydney,44.4,55,38.7,0,Stormy
13-04-2025,Toronto,37.5,79,33.9,8.52,Rainy
13-04-2025,Berlin,8,86,9.3,0,Stormy
13-04-2025,Mumbai,39.4,37,20.7,3.83,Cloudy
13-04-2025,Singapore,10.8,92,13.7,4.4,Cloudy
14-04-2025,Riyadh,11.2,59,1.2,0,Partly Cloudy
14-04-2025,Jeddah,20.2,90,30.1,2.32,Cloudy
14-04-2025,Dammam,44.4,63,34.8,0,Rainy
14-04-2025,Dubai,28.3,46,21.7,5.2,Rainy
14-04-2025,Doha,17.9,21,27,0,Partly Cloudy
14-04-2025,Cairo,25.7,32,19.1,7.17,Sunny
14-04-2025,London,39.5,61,17.6,0.43,Cloudy
14-04-2025,New York,33.5,87,26.5,9.38,Stormy
14-04-2025,Tokyo,18.8,82,31.3,4.76,Rainy
14-04-2025,Paris,7.8,73,38.6,6.49,Rainy
14-04-2025,Sydney,22.1,80,29.8,6.94,Partly Cloudy
14-04-2025,Toronto,37.3,34,37,1.68,Stormy
14-04-2025,Berlin,22.6,47,13.8,0,Cloudy
14-04-2025,Mumbai,14.9,57,1.3,0.26,Rainy
14-04-2025,Singapore,17.7,60,34,0,Windy
15-04-2025,Riyadh,12.7,57,22.5,8.2,Stormy
15-04-2025,Jeddah,34.2,43,15.5,7.65,Stormy
15-04-2025,Dammam,31.9,79,10.8,2.32,Windy
15-04-2025,Dubai,42.1,51,38.8,0,Sunny
15-04-2025,Doha,25.1,51,14.6,1.14,Foggy
15-04-2025,Cairo,36.8,28,39.8,0.6,Rainy
15-04-2025,London,34.3,63,24.2,0,Stormy
15-04-2025,New York,18.1,45,16.3,0,Cloudy
15-04-2025,Tokyo,43.8,89,7.7,0,Windy
15-04-2025,Paris,42.5,47,8,6.21,Foggy
15-04-2025,Sydney,12.2,48,37.4,1.38,Windy
15-04-2025,Toronto,32.8,69,39.2,8.58,Stormy
15-04-2025,Berlin,6.1,34,20,0,Sunny
15-04-2025,Mumbai,33.1,67,7.8,1.75,Sunny
15-04-2025,Singapore,29.4,41,35.5,0,Partly Cloudy
16-04-2025,Riyadh,6.9,36,11.7,5.28,Cloudy
16-04-2025,Jeddah,33.2,92,17.9,6.38,Cloudy
16-04-2025,Dammam,15.8,38,13.8,5.72,Rainy
16-04-2025,Dubai,40,74,24.2,0.52,Windy
16-04-2025,Doha,37.4,53,15,7.68,Cloudy
16-04-2025,Cairo,21.3,41,4.4,0,Windy
16-04-2025,London,22.3,31,19.5,3.63,Cloudy
16-04-2025,New York,11.6,38,9.5,3.35,Rainy
16-04-2025,Tokyo,31.6,95,21.5,0.59,Stormy
16-04-2025,Paris,22.7,91,21.8,2.32,Foggy
16-04-2025,Sydney,41.2,21,20.1,5.95,Rainy
16-04-2025,Toronto,44.4,62,20.1,4.08,Stormy
16-04-2025,Berlin,34.6,83,6.2,0,Foggy
16-04-2025,Mumbai,41.7,23,36.4,7.9,Foggy
16-04-2025,Singapore,23.9,76,6.4,5.57,Rainy
17-04-2025,Riyadh,30.9,90,37.4,2.93,Windy
17-04-2025,Jeddah,36.8,84,2.8,8.68,Sunny
17-04-2025,Dammam,10.7,72,19.8,1.8,Cloudy
17-04-2025,Dubai,40.3,65,18.6,2.56,Windy
17-04-2025,Doha,8.6,32,21.4,7.69,Stormy
17-04-2025,Cairo,44,56,30.7,0,Stormy
17-04-2025,London,38.3,73,4.8,2.4,Cloudy
17-04-2025,New York,24.3,71,0,0,Windy
17-04-2025,Tokyo,20.9,74,21.5,0,Windy
17-04-2025,Paris,10,24,0.3,7.13,Rainy
17-04-2025,Sydney,38.3,50,38.6,5.35,Stormy
17-04-2025,Toronto,27.1,24,12.8,1.55,Cloudy
17-04-2025,Berlin,41.8,69,15.2,0.26,Sunny
17-04-2025,Mumbai,10.2,36,35.2,0.71,Windy
17-04-2025,Singapore,33.4,70,17.2,0,Rainy
18-04-2025,Riyadh,44,53,2.7,1.17,Sunny
18-04-2025,Jeddah,42.2,27,0.8,0.99,Windy
18-04-2025,Dammam,16.8,83,14.4,1.71,Rainy
18-04-2025,Dubai,27.4,85,12.6,3.67,Foggy
18-04-2025,Doha,25.5,61,3.7,0,Stormy
18-04-2025,Cairo,36.3,87,21.6,3.67,Partly Cloudy
18-04-2025,London,38.5,41,24.6,0,Sunny
18-04-2025,New York,22.2,90,3.8,6.86,Sunny
18-04-2025,Tokyo,36.9,49,12.3,8.62,Sunny
18-04-2025,Paris,10.5,48,15.8,4.72,Foggy
18-04-2025,Sydney,30.2,58,27.2,3.07,Partly Cloudy
18-04-2025,Toronto,14.6,49,19.5,3.9,Windy
18-04-2025,Berlin,19.9,75,12.3,0,Stormy
18-04-2025,Mumbai,42.2,21,18.7,10.83,Windy
18-04-2025,Singapore,44.1,76,24.9,0.45,Windy
19-04-2025,Riyadh,27,39,31.3,9.44,Cloudy
19-04-2025,Jeddah,27.8,71,28.8,3.92,Windy
19-04-2025,Dammam,6.7,47,21,1.48,Foggy
19-04-2025,Dubai,32.1,61,25,0.49,Sunny
19-04-2025,Doha,14.7,80,15.4,4.99,Sunny
19-04-2025,Cairo,42.6,54,11.6,3.67,Cloudy
19-04-2025,London,34.9,77,35.8,0,Cloudy
19-04-2025,New York,33,20,15.5,7.09,Windy
19-04-2025,Tokyo,12.6,68,6.2,0,Stormy
19-04-2025,Paris,24.3,23,6,0.47,Rainy
19-04-2025,Sydney,21,52,35.9,3.7,Stormy
19-04-2025,Toronto,42.4,50,0.1,3.61,Sunny
19-04-2025,Berlin,21.8,20,18.3,0,Stormy
19-04-2025,Mumbai,20.9,35,1.6,0,Foggy
19-04-2025,Singapore,11.4,39,3.9,1.8,Stormy
20-04-2025,Riyadh,37.8,86,6.9,3,Windy
20-04-2025,Jeddah,38.6,84,28.8,11.24,Cloudy
20-04-2025,Dammam,26.4,35,28.3,7.06,Rainy
20-04-2025,Dubai,9.5,87,16.2,0.82,Partly Cloudy
20-04-2025,Doha,27.4,84,4.4,9.23,Stormy
20-04-2025,Cairo,40.6,37,35.2,1.32,Partly Cloudy
20-04-2025,London,11.3,57,37.3,0,Foggy
20-04-2025,New York,17.1,22,37.6,0,Cloudy
20-04-2025,Tokyo,31.7,30,3.7,1.89,Sunny
20-04-2025,Paris,29.9,64,23.5,9.19,Partly Cloudy
20-04-2025,Sydney,35.3,38,28.4,1.45,Sunny
20-04-2025,Toronto,11.4,41,14.6,3.48,Windy
20-04-2025,Berlin,40.9,89,5.4,0,Foggy
20-04-2025,Mumbai,16.8,29,32.2,1.56,Rainy
20-04-2025,Singapore,11.6,44,3.3,0,Cloudy
21-04-2025,Riyadh,19,56,17.1,3.29,Foggy
21-04-2025,Jeddah,23.2,66,1.5,0,Cloudy
21-04-2025,Dammam,42.2,39,27.5,5.52,Partly Cloudy
21-04-2025,Dubai,19.9,81,9.6,0,Partly Cloudy
21-04-2025,Doha,8.8,25,31,3.25,Foggy
21-04-2025,Cairo,41.7,34,15.5,0,Sunny
21-04-2025,London,41.8,57,31.7,4.1,Stormy
21-04-2025,New York,28,83,12.2,2.52,Rainy
21-04-2025,Tokyo,16.1,61,17.8,0,Sunny
21-04-2025,Paris,23.4,82,18.1,5.91,Windy
21-04-2025,Sydney,16.7,89,25.9,7.26,Stormy
21-04-2025,Toronto,44.5,86,39.1,4.47,Foggy
21-04-2025,Berlin,42,79,13.2,0,Cloudy
21-04-2025,Mumbai,41.7,33,11,3.87,Stormy
21-04-2025,Singapore,17.6,70,35.6,7.71,Foggy
22-04-2025,Riyadh,38.2,53,14.9,0,Cloudy
22-04-2025,Jeddah,42.7,68,22.4,0.5,Sunny
22-04-2025,Dammam,37.7,26,34.6,0,Foggy
22-04-2025,Dubai,38.7,57,10.3,0,Windy
22-04-2025,Doha,17.3,86,7.9,2.73,Stormy
22-04-2025,Cairo,40.4,60,18,6.17,Rainy
22-04-2025,London,10.7,53,2,3.13,Cloudy
22-04-2025,New York,13.5,83,33.1,9.89,Partly Cloudy
22-04-2025,Tokyo,44.1,32,35,0,Partly Cloudy
22-04-2025,Paris,29,74,5.9,10.09,Windy
22-04-2025,Sydney,33.7,20,7.2,0,Sunny
22-04-2025,Toronto,35.8,69,3.1,0,Cloudy
22-04-2025,Berlin,17.2,88,29.8,9.63,Rainy
22-04-2025,Mumbai,39.7,20,0.7,0,Windy
22-04-2025,Singapore,10.8,35,14,4.52,Windy
23-04-2025,Riyadh,28,36,4.5,0,Foggy
23-04-2025,Jeddah,20.7,36,22.7,1.38,Cloudy
23-04-2025,Dammam,41.2,64,36.1,9.39,Rainy
23-04-2025,Dubai,37,68,9.2,0,Rainy
23-04-2025,Doha,17.5,46,38.3,2.3,Stormy
23-04-2025,Cairo,7.7,72,19.7,7.21,Windy
23-04-2025,London,26.9,57,29,4.83,Foggy
23-04-2025,New York,31.2,41,1.5,6.22,Partly Cloudy
23-04-2025,Tokyo,44.8,74,12.4,2.19,Sunny
23-04-2025,Paris,8,72,22.2,4.57,Partly Cloudy
23-04-2025,Sydney,41.4,39,25,2.94,Stormy
23-04-2025,Toronto,38.1,72,9.5,12.13,Windy
23-04-2025,Berlin,30.2,49,6.7,9.12,Rainy
23-04-2025,Mumbai,7.8,22,9.6,0,Sunny
23-04-2025,Singapore,11.9,34,24.6,0,Cloudy
24-04-2025,Riyadh,5.5,92,21.1,0,Partly Cloudy
24-04-2025,Jeddah,37.3,83,31.2,3.32,Windy
24-04-2025,Dammam,12.2,37,37.4,0,Windy
24-04-2025,Dubai,9.1,80,33.4,7.52,Stormy
24-04-2025,Doha,8,53,28.5,2.31,Foggy
24-04-2025,Cairo,11.1,83,18.8,2.38,Stormy
24-04-2025,London,38,72,11.5,0.96,Foggy
24-04-2025,New York,25.8,42,12,11.47,Windy
24-04-2025,Tokyo,9.1,83,27.3,0,Partly Cloudy
24-04-2025,Paris,8.8,44,0.8,2.59,Cloudy
24-04-2025,Sydney,17.6,79,24.2,1.41,Stormy
24-04-2025,Toronto,25.2,22,35.2,8.3,Rainy
24-04-2025,Berlin,6.3,45,26,0,Stormy
24-04-2025,Mumbai,20.1,31,3.6,0,Foggy
24-04-2025,Singapore,31,86,28.2,3.08,Stormy
25-04-2025,Riyadh,29.5,94,8.3,6.76,Foggy
25-04-2025,Jeddah,12,50,21.9,0.21,Cloudy
25-04-2025,Dammam,39.5,32,38.5,0.24,Stormy
25-04-2025,Dubai,12.5,52,29,5.36,Sunny
25-04-2025,Doha,20.6,26,34,0,Partly Cloudy
25-04-2025,Cairo,20.4,35,38,0,Partly Cloudy
25-04-2025,London,31.6,70,7.6,3.98,Stormy
25-04-2025,New York,32.6,73,27.3,4.24,Stormy
25-04-2025,Tokyo,11.2,66,30.3,5.1,Partly Cloudy
25-04-2025,Paris,32.4,56,19.4,0,Foggy
25-04-2025,Sydney,38.7,38,23.1,0,Foggy
25-04-2025,Toronto,14.6,62,39.2,0,Stormy
25-04-2025,Berlin,36.8,61,9.3,4.58,Stormy
25-04-2025,Mumbai,23.5,40,39.7,9.46,Cloudy
